"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Prcc",7.064086608417e-10,-0.39750890743966,0.088,0.129,1.97780296862459e-05
"Nme2",7.11659795621341e-10,-0.446248433117021,0.227,0.278,1.99250509578063e-05
"Pdlim2",7.38720621708574e-10,1.87733123486369,0.429,0.497,2.06826999665967e-05
"Thbd",8.29560133641969e-10,3.40048875444039,0.24,0.196,2.32260246217079e-05
"Uba52",9.63125962650553e-10,-7.13987998909055,0.709,0.729,2.69656007022902e-05
"Tfpi",1.00034730057282e-09,0.456125638891339,0.16,0.121,2.80077237214377e-05
"Rhot1",1.07694488802692e-09,-0.399767776695929,0.177,0.227,3.01523029749777e-05
"Igfbp5",1.13534496917306e-09,77.3326105323259,0.174,0.169,3.17873884469074e-05
"Ebf1",1.17593312335384e-09,10.0471136977266,0.113,0.081,3.29237755876608e-05
"Dpysl2",1.20389885466332e-09,9.65318972488441,0.459,0.503,3.37067601328635e-05
"Sod3",1.27962220706412e-09,7.49713749384506,0.134,0.118,3.58268625533812e-05
"Plxdc2",1.31287035076073e-09,-6.72703134497738,0.11,0.111,3.6757744080599e-05
"Zfp36",1.56051580690666e-09,6.80067187983845,0.442,0.385,4.36913215617725e-05
"Plscr2",1.56175322929523e-09,-0.805626702731421,0.1,0.14,4.37259669138078e-05
"Lta4h",1.56978330383261e-09,-0.256958832462243,0.171,0.215,4.39507929407055e-05
"Ctsa",1.59697571470532e-09,-0.585639921095638,0.292,0.348,4.47121260603196e-05
"Klf4",1.62135370850124e-09,1.40982703797634,0.311,0.372,4.53946611306176e-05
"Bcl2l11",1.75395199863525e-09,-0.718494348080856,0.107,0.15,4.91071480577898e-05
"Ppp1r35",1.81816729066549e-09,2.18718112456499,0.195,0.251,5.09050478040525e-05
"Nid1",1.90103294193392e-09,-0.349313538619187,0.207,0.263,5.32251203082658e-05
"Atp6ap1",1.95238478537853e-09,-1.18004577671835,0.355,0.398,5.46628692210282e-05
"Nt5c3b",1.98284080024024e-09,-0.524157095732407,0.175,0.205,5.55155767251263e-05
"Stk17b",2.00326615526691e-09,1.16398736463068,0.147,0.171,5.60874458151629e-05
"Acyp2",2.02082180950983e-09,-0.305484640340162,0.221,0.277,5.65789690226561e-05
"Egfl7",2.14860934613694e-09,-13.9664603477421,0.201,0.191,6.01567644731422e-05
"Adrb1",2.21882514068049e-09,-1.56595445869424,0.105,0.147,6.21226662887723e-05
"Gabarapl1",2.29436297377138e-09,-12.5221653106019,0.277,0.339,6.4237574539651e-05
"Pde4b",2.36748727831176e-09,-1.38834397052314,0.216,0.231,6.62849088181727e-05
"BC022687",2.38715845777718e-09,0.397468501571097,0.121,0.124,6.68356625008453e-05
"Coq9",2.51667754127557e-09,0.296724658861593,0.142,0.189,7.04619378006333e-05
"Abhd14b",2.57899009842319e-09,-0.261923395668625,0.232,0.281,7.22065647756525e-05
"Wdr6",2.79309967867581e-09,-0.330855353446956,0.192,0.241,7.82012048035652e-05
"Eif4a3",2.95477960102625e-09,-3.10388001775787,0.322,0.363,8.27279192695329e-05
"Adgrg2",3.40998497909281e-09,-0.885111517883917,0.072,0.109,9.54727594446405e-05
"Ddt",3.54797821294299e-09,12.3681636146015,0.351,0.41,9.93362940059779e-05
"Man2b1",3.65501992346587e-09,0.516707929642511,0.105,0.148,0.000102333247817197
"Gsdmd",4.32987555704423e-09,-0.272354441106665,0.09,0.123,0.000121227855846124
"Plvap",4.65072042826943e-09,7.3643065971949,0.14,0.11,0.000130210870550687
"Lmcd1",5.49201090011876e-09,-3.75741006493811,0.172,0.187,0.000153765321181525
"Cox4i2",5.62684314374468e-09,20.2425653412388,0.107,0.072,0.000157540354338563
"Sort1",6.26303316589343e-09,0.399820281258259,0.312,0.372,0.000175352402578684
"Cldn18",7.44531045993886e-09,46.13464040562,0.532,0.586,0.000208453802257368
"Tspan2",8.24073054222085e-09,-0.29343312493013,0.243,0.29,0.000230723973721099
"Gclc",9.38855082107286e-09,-5.78180452668671,0.216,0.269,0.000262860645888398
"Iigp1",1.03799469965108e-08,-1.61503187376142,0.097,0.12,0.00029061775600831
"Stx12",1.21164401551333e-08,-1.1824799566015,0.354,0.415,0.000339236091463422
"Wisp1",1.29152038746357e-08,4.19270227631965,0.153,0.131,0.00036159987808205
"C1qtnf2",1.30822338884584e-08,2.01339701333261,0.187,0.169,0.000366276384409058
"Hp",1.35438093627039e-08,207.776902488505,0.183,0.141,0.000379199574536984
"Ripply3",1.41219365002543e-08,-9.13101392136325,0.091,0.129,0.00039538597813412
"Mthfsl",1.42638729519971e-08,-0.572613129137494,0.254,0.295,0.000399359914910014
"Prkag1",1.46983413911808e-08,-0.758537563660209,0.264,0.299,0.000411524162270281
"Mxra7",1.51675230957769e-08,1.52107109850387,0.215,0.203,0.00042466031163556
"Rsu1",1.60392181769761e-08,1.08751586586935,0.475,0.533,0.000449066030518976
"Jag1",1.6521274447668e-08,0.587622506958828,0.081,0.118,0.000462562641985809
"Creb5",1.8589318474786e-08,2.4207008282849,0.137,0.177,0.000520463738657057
"Selm",1.90036040570018e-08,7.8848224544589,0.288,0.273,0.000532062906387936
"Foxf1",1.94393852821996e-08,1.49912941217351,0.283,0.228,0.000544263909131024
"Atp11a",2.02124463978856e-08,-0.510487361091839,0.355,0.414,0.000565908074248002
"Acsl4",2.03876759991432e-08,1.79320810189578,0.209,0.256,0.000570814152624011
"Sod2",2.11659797906689e-08,8.48204350802829,0.499,0.559,0.000592605102179148
"Nes",2.13480658178997e-08,-3.12042714590951,0.184,0.215,0.000597703146769555
"Clk4",2.2483237941294e-08,-0.329884979057814,0.212,0.257,0.000629485695880348
"Atxn2l",2.47677112567909e-08,-0.252579422885969,0.158,0.197,0.000693446379767631
"Igfbp4",2.55123924254464e-08,79.3768244234114,0.349,0.302,0.00071429596312765
"8430408G22Rik",2.64585818757512e-08,116.887113832542,0.115,0.145,0.000740787375357283
"Ghr",2.80716012046168e-08,2.78606074836867,0.335,0.336,0.000785948690526861
"B4galt4",3.29621510903697e-08,-0.36576756014498,0.109,0.145,0.000922874306228171
"Degs1",3.29955396463931e-08,-6.75711298143466,0.441,0.479,0.000923809119019715
"Tbx3",3.32844836766537e-08,-3.79152000233016,0.131,0.158,0.000931898973978952
"F2r",3.50875041082335e-08,1.36015080601917,0.285,0.338,0.000982379940022323
"Bphl",3.56963939085914e-08,40.1686900989863,0.212,0.246,0.000999427636652741
"Bcl2",4.29418167809364e-08,1.8674950682342,0.188,0.222,0.00120228498623266
"Nnmt",4.42269788260972e-08,0.302992776164829,0.103,0.073,0.00123826695317307
"Tubb4b",4.51694185955881e-08,105.34555397311,0.535,0.589,0.00126465338183928
"Tnc",4.61477013485229e-08,-14.477773295463,0.198,0.163,0.00129204334235594
"Nelfb",4.81924391822559e-08,-0.288661932169626,0.197,0.241,0.0013492919122248
"Ubb",4.82994276397842e-08,-30.2677798617956,0.992,0.991,0.00135228737505868
"Tmem41b",4.93945830452696e-08,-0.301783934171882,0.224,0.269,0.00138294953610146
"Myg1",5.18538108522452e-08,-0.741751684735135,0.138,0.172,0.00145180299624116
"Nrp2",5.24847057984597e-08,-9.51959829354358,0.116,0.158,0.00146946679294527
"Col6a2",5.67257002546205e-08,22.0168557026694,0.252,0.207,0.00158820615572886
"Mob2",5.95548463386857e-08,-0.323440868594879,0.242,0.295,0.00166741658779052
"Glrx",6.52678459345076e-08,-0.634394688362445,0.25,0.301,0.00182736915047434
"Rac3",7.08325398199783e-08,0.828139504931967,0.202,0.165,0.00198316944987975
"Drg2",9.02997764550541e-08,-0.461510456578686,0.143,0.174,0.00252821314118861
"Prdm6",9.3100621021989e-08,0.756191066650491,0.148,0.124,0.00260663118737365
"Cd38",1.00432557566771e-07,-0.601933873199986,0.072,0.104,0.00281191074675446
"Pttg1",1.00791004197428e-07,7.17301383026509,0.321,0.278,0.00282194653551959
"Ifi27",1.0462482508357e-07,7.5794191101155,0.521,0.481,0.00292928585268981
"Mtcl1",1.08240315646981e-07,-0.312577036534953,0.152,0.192,0.00303051235748418
"Smad6",1.13711102375495e-07,-12.0544300978236,0.162,0.208,0.00318368344430911
"Hoxb2",1.17172511994874e-07,8.01638924024707,0.18,0.14,0.00328059599083247
"Adh5",1.17466516623403e-07,-0.267802054418749,0.358,0.367,0.00328882753242205
"Fstl1",1.43886841448338e-07,23.1116677967662,0.38,0.416,0.00402854378687056
"Tubg1",1.47459372458635e-07,-1.4209384086808,0.127,0.159,0.00412856751009687
"Bbc3",1.53378599483076e-07,-0.634536355188575,0.173,0.211,0.00429429402832715
"Actg2",1.56688907562521e-07,204.86520689806,0.166,0.145,0.00438697603393546
"Ift20",1.69129900183928e-07,24.1579931479429,0.652,0.705,0.00473529894534962
"Taldo1",1.72961149811521e-07,-2.6691232006007,0.558,0.578,0.00484256627242296
"Tagln",1.91865632957825e-07,145.741006703774,0.249,0.222,0.0053718539915532
"Yipf1",2.22930498116568e-07,-0.530122525687279,0.253,0.276,0.00624160808626768
"0610009O20Rik",2.28592489636314e-07,-0.302917953279537,0.125,0.166,0.00640013252483752
"Pdgfrl",2.4634619316532e-07,2.58931428009398,0.131,0.111,0.00689720071624262
"Trib2",2.55547939156796e-07,-0.496455168536608,0.102,0.131,0.00715483120051197
"Mmp2",2.6724206900163e-07,8.53189845558571,0.165,0.127,0.00748224344790764
"Psmb8",2.76725999662693e-07,2.56244583999219,0.251,0.302,0.00774777453855607
"Yif1b",3.31439925973509e-07,2.02793319079902,0.357,0.325,0.00927965504740631
"Med4",3.3219477333193e-07,-0.696813893800999,0.184,0.22,0.00930078926374739
"Add3",3.56000079709932e-07,-0.552166450489904,0.241,0.291,0.00996729023171868
"Pdzd2",3.56999938379745e-07,-5.76259844009615,0.154,0.115,0.00999528427475611
"Ifi30",4.0042400397246e-07,-5.5473361621853,0.399,0.369,0.0112110712632209
"Oat",4.40470435378569e-07,1.38694392891885,0.504,0.468,0.0123322912497292
"Nfix",4.41027397444636e-07,2.07402608860063,0.403,0.459,0.0123478850736549
"Lhfpl2",4.47306171463945e-07,0.564775292730038,0.131,0.099,0.0125236781886475
"Ednra",4.52633696226434e-07,-1.19642338117274,0.117,0.138,0.0126728382269477
"Cmtm3",4.83898203773687e-07,0.777473941561232,0.235,0.242,0.0135481819092557
"Ptpre",5.04125395144088e-07,1.19847427461048,0.119,0.103,0.0141145028132442
"Pxmp4",5.47285141062431e-07,-0.45667772026634,0.203,0.241,0.0153228893794659
"0610010K14Rik",5.58468751580394e-07,-0.373626093461812,0.23,0.263,0.0156360081067479
"Dpt",7.00097113139626e-07,-5.97674893218983,0.128,0.109,0.0196013189736832
"Yars",7.06440952652056e-07,-0.730314002426206,0.109,0.146,0.0197789337923523
"Ogfrl1",7.17935027889949e-07,0.329811130806457,0.158,0.2,0.0201007449108628
"Socs3",7.28558462005175e-07,33.3910967881329,0.236,0.279,0.0203981798192209
"Rcan1",7.36771325718849e-07,1.19319645687647,0.159,0.195,0.0206281235774763
"Adamts2",7.54654242592575e-07,7.8195962847601,0.184,0.179,0.0211288094841069
"Gstm5",7.81974380718761e-07,0.418997227933652,0.14,0.15,0.0218937187113639
"Dlc1",8.34159526784637e-07,-2.74545883283201,0.377,0.4,0.0233547984309163
"Socs2",9.00138562686651e-07,-1.31466867076368,0.518,0.466,0.0252020794781009
"Cldn5",9.46780753138337e-07,-10.0700028031268,0.184,0.144,0.0265079675263672
"Sms",9.55889021173986e-07,-0.29617781498337,0.264,0.308,0.0267629808148293
"Osbpl6",9.86522445070229e-07,0.571205585797065,0.126,0.105,0.0276206554170763
"9430020K01Rik",9.91126907462864e-07,-1.33830435101079,0.13,0.153,0.0277495711551453
"H2-K1",1.29654000164501e-06,12.8196687708337,0.56,0.588,0.0363005269660569
"Emp3",1.33519674063159e-06,6.78388173582319,0.328,0.31,0.0373828383442031
"Gmfg",1.33790875042886e-06,0.979261670943682,0.168,0.178,0.0374587691945072
"Nckap5",1.35019265008902e-06,-3.86413505085783,0.264,0.293,0.0378026938171924
"Slc25a17",1.4175782626949e-06,6.96080614419256,0.224,0.271,0.0396893561989318
"Rab34",1.4237363858652e-06,0.38088042964687,0.306,0.333,0.0398617713314538
"Wsb1",1.44487492892036e-06,-0.271246883752507,0.281,0.327,0.0404536082599124
"Col16a1",1.46907476574711e-06,-1.53362621541802,0.137,0.108,0.0411311552913875
"Cd248",1.49044892655827e-06,7.8125380860217,0.137,0.11,0.0417295890457783
"Ets1",1.50374172473596e-06,-2.40401095515097,0.221,0.265,0.0421017608091573
"Gstt2",1.63640020266298e-06,4.31570724175919,0.168,0.132,0.045815932874158
"Msl3l2",1.66200553976938e-06,0.305816424782552,0.104,0.087,0.0465328311024631
"Ppib",2.01035792697078e-06,-28.655918303349,0.906,0.922,0.056286001239328
"Adarb1",2.01687940899929e-06,-0.800391201317425,0.076,0.107,0.0564685896931621
"Creb3l1",2.08700725834886e-06,0.268260729892975,0.102,0.072,0.0584320292192515
"Smco4",2.09543061509355e-06,2.09689781852998,0.342,0.394,0.0586678663613892
"Mif4gd",2.12912179908918e-06,6.26988605618784,0.289,0.335,0.059611152130899
"Dkk3",2.22161275876252e-06,-1.12458322871512,0.177,0.191,0.062200714019833
"Txndc11",2.26621585583832e-06,-0.647487043165829,0.14,0.176,0.0634495115317613
"Unc13d",2.41201634191645e-06,-0.362064964959079,0.104,0.139,0.0675316335409766
"Mfap4",2.44750166246e-06,-2.85705753309645,0.262,0.217,0.068525151545555
"H2-Q4",2.4969723762779e-06,0.314298162259233,0.205,0.17,0.0699102325910286
"Hpgd",2.58394859932415e-06,40.3467362372549,0.165,0.132,0.0723453928838775
"Foxf2",2.67556389927729e-06,2.07303735139334,0.151,0.128,0.0749104380519656
"Map1b",2.71549382966031e-06,3.71150922865188,0.182,0.218,0.0760283962428292
"Gm11808",2.75303411933986e-06,-23.7923153661989,0.67,0.676,0.0770794492732774
"Plat",2.84189054732209e-06,-14.3963262244219,0.143,0.168,0.079567251543924
"Nit2",3.33347786995917e-06,-0.325921946963839,0.174,0.209,0.0933307134031169
"Gstt3",3.68223329020736e-06,1.88773545005862,0.187,0.179,0.103095167659226
"Des",3.78342418144415e-06,113.972902559101,0.193,0.166,0.105928310232073
"Icam2",3.7877389041958e-06,-2.59924851418634,0.156,0.12,0.106049113839674
"Mgll",3.97354614368716e-06,-4.69131336157855,0.23,0.189,0.111251344930953
"Aldh7a1",4.40636539766823e-06,-0.431865111624268,0.167,0.202,0.123369418403915
"Ltbp3",4.47273965799193e-06,1.5256171796039,0.432,0.391,0.125227764944458
"Rabl2",4.50941474217192e-06,0.936985763472261,0.106,0.119,0.126254593951329
"Impdh1",4.52557347484778e-06,-1.67798733827425,0.165,0.202,0.126707006148788
"Pxn",5.25361445667494e-06,-1.50293493926346,0.26,0.3,0.147090697557985
"Pon3",5.66558678653e-06,5.37272799058964,0.243,0.217,0.158625098849267
"Ankrd54",5.98805542704397e-06,16.1794000292861,0.128,0.162,0.167653575846377
"Lgmn",6.22157678926643e-06,12.2125590540323,0.357,0.317,0.174191706945882
"Acly",6.35805646730177e-06,-1.57292880378725,0.281,0.328,0.178012864971515
"Rassf1",6.49457115785159e-06,-2.24862312656038,0.282,0.32,0.181835003277529
"Pias1",7.1157817534707e-06,-1.86264708151902,0.219,0.262,0.199227657533673
"Mtmr14",7.68870075352694e-06,-0.344477241536262,0.087,0.116,0.215268243697247
"Mrps9",8.11274935293172e-06,1.00330430768309,0.251,0.265,0.227140756383382
"Spata24",8.11666807539436e-06,4.99083970895741,0.082,0.113,0.227250472774891
"Itpkb",8.15270177049624e-06,-0.521764777886368,0.212,0.254,0.228259344170354
"Tubb2b",8.40843519292622e-06,2.36093769373627,0.118,0.153,0.235419368531548
"Cracr2b",8.56569909056248e-06,1.83733859842726,0.186,0.225,0.239822443137568
"Mfsd10",9.07262884375955e-06,-0.264568266386517,0.162,0.192,0.25401546236758
"Hlx",9.7861392619078e-06,2.2082830674229,0.139,0.106,0.273992327054895
"Tnfrsf19",1.02760777656784e-05,0.533630387929995,0.118,0.089,0.287709625283464
"BC028528",1.03596443113223e-05,3.79099500867927,0.244,0.202,0.290049321428403
"Col3a1",1.05671464747935e-05,57.7366180736051,0.329,0.283,0.29585896700127
"Emid1",1.07888910061588e-05,9.8002852776755,0.104,0.08,0.302067370390434
"Ercc1",1.18316762363711e-05,-0.264868598897964,0.157,0.184,0.331263271265917
"Emc2",1.21645549051455e-05,-0.367496093471467,0.239,0.275,0.340583208234265
"Tecpr1",1.27722656493836e-05,-0.597273922248143,0.23,0.257,0.357597893651442
"Tfrc",1.28510246937653e-05,-0.741603382858422,0.13,0.152,0.359802989376042
"Pcdh1",1.38074265018106e-05,-0.807478737916274,0.093,0.124,0.386580327197692
"Olfml3",1.40880008656374e-05,15.4188320245346,0.142,0.11,0.394435848236115
"Gstk1",1.46370359702399e-05,9.5746968095765,0.224,0.19,0.409807733094776
"Egflam",1.4671918052711e-05,0.375054761607372,0.124,0.096,0.410784361639802
"Gtf2b",1.49793661596535e-05,1.06521507148698,0.292,0.313,0.419392293737979
"Rasgrp2",1.62432811569757e-05,3.03836617100712,0.14,0.11,0.454779385833004
"Macrod2",1.66179494056303e-05,-1.26642616868642,0.119,0.151,0.465269347458838
"Aebp1",1.7390459528103e-05,-3.87522666895134,0.158,0.124,0.486898085867827
"Ntn1",1.77596888526566e-05,-0.512990276552804,0.096,0.125,0.497235768496678
"Myl9",2.0124309026171e-05,90.9186124289825,0.281,0.247,0.563440404114737
"Kank3",2.02759125458474e-05,0.796854162739464,0.192,0.156,0.567684999458635
"Tmem140",2.05393888755658e-05,1.29240759938647,0.156,0.17,0.575061809738091
"Ruvbl1",2.20025074034043e-05,8.74277331159344,0.147,0.183,0.616026202280514
"Tgfb1",2.23341955368368e-05,1.02254068221477,0.26,0.268,0.625312806640356
"Cyp51",2.25221072014442e-05,-0.402781775396897,0.104,0.13,0.630573957426034
"Smpdl3a",2.30755519698924e-05,1.10960488862817,0.312,0.333,0.646069304053046
"Rgs10",2.43902095697468e-05,-4.29790433178079,0.26,0.219,0.682877087533771
"Rps12-ps3",2.61189264019045e-05,-6.01798729052484,0.729,0.705,0.731277701400523
"Heg1",2.63830226739766e-05,31.6958352530021,0.204,0.226,0.738671868825998
"Mospd3",2.64483269048426e-05,-0.258019655036069,0.162,0.19,0.740500256681782
"Nexn",2.71792695285858e-05,-0.545727108103005,0.185,0.224,0.760965188261346
"Mfap5",2.78535355668348e-05,53.3121556051589,0.099,0.11,0.779843288800241
"Col5a2",3.0254727382331e-05,4.34990381446495,0.291,0.256,0.847071857250503
"St6galnac2",3.06762856582417e-05,1.41411759513136,0.247,0.258,0.85887464585945
"Fzd1",3.21497813813319e-05,0.341616264204549,0.208,0.224,0.900129579114529
"Icam1",3.51493866847745e-05,-1.21953727852965,0.364,0.405,0.984112528400316
"Fndc1",3.52693655757372e-05,2.73225916720757,0.144,0.115,0.987471697389489
"Ankrd44",3.66254828735767e-05,0.719577396340653,0.242,0.273,1
"Spry1",3.78945710797092e-05,-5.43765769068738,0.414,0.455,1
"Ifnar2",3.88710314550294e-05,-0.268719464901192,0.262,0.304,1
"Clec1a",3.94652510406413e-05,-3.8372659415129,0.123,0.111,1
"Ptprd",3.95675848509536e-05,-1.75820343244776,0.081,0.1,1
"Serinc3",4.04548738500854e-05,0.252409634668227,0.395,0.441,1
"Mxra8",4.08061903611291e-05,-3.00514811124903,0.275,0.28,1
"Dusp10",4.53866270539163e-05,0.606000195995422,0.129,0.136,1
"Cygb",4.5670308335434e-05,17.1445378148471,0.137,0.113,1
"Max",4.74403462284195e-05,-0.439520055868979,0.402,0.441,1
"Stard3",4.75310576735382e-05,-0.458156399563465,0.228,0.267,1
"Atf4",4.79419270033428e-05,-16.277603502091,0.6,0.642,1
"Myh11",4.91016584142371e-05,-6.96018607057739,0.141,0.155,1
"Lrp1",5.01350507817487e-05,-0.390836643737146,0.181,0.215,1
"Rpn2",5.42026141301644e-05,2.03407112974899,0.5,0.54,1
"Sept4",5.80129367879675e-05,4.16791100230532,0.29,0.259,1
"Akap7",5.82055153857982e-05,0.527941305579022,0.182,0.165,1
"Btg2",5.95841635526008e-05,-5.74244633382126,0.739,0.713,1
"Mef2c",6.06136357125742e-05,9.880228442625,0.266,0.274,1
"Cav1",6.19411235025612e-05,-46.1262683305642,0.446,0.441,1
"Gjc1",6.40275588529341e-05,-1.59937538731653,0.117,0.145,1
"Lrrk2",6.50791214217204e-05,-0.342065387783574,0.13,0.112,1
"Acvrl1",7.17009881904162e-05,0.722849301268223,0.177,0.144,1
"Clec14a",7.17670971462011e-05,1.96150909637716,0.129,0.125,1
"Pld3",7.46986578119608e-05,-1.52467498272944,0.219,0.254,1
"Cmtm8",7.55729195350958e-05,1.43364191724053,0.428,0.411,1
"Gm9493",7.92382165903494e-05,-0.917016781427762,0.458,0.495,1
"Ptprb",8.06487295197274e-05,-34.5957896504861,0.108,0.114,1
"Fkbp9",8.22087766178895e-05,0.920477249480685,0.309,0.318,1
"Hivep3",8.68529446563396e-05,-0.76834095412457,0.082,0.102,1
"Ccdc28b",8.82630934795096e-05,0.363452470395115,0.199,0.236,1
"Sox17",9.64654155235529e-05,-4.61928878109972,0.106,0.121,1
"Lsm7",9.93098526434074e-05,-1.21040660522516,0.276,0.285,1
"Etv1",9.97845698357762e-05,0.904499010177517,0.101,0.1,1
"Dapk1",0.000103647508091667,-1.84180028874752,0.234,0.27,1
"Snx7",0.000110236517584989,-0.304722442394736,0.259,0.297,1
"Mustn1",0.00011094815662621,10.1014943493196,0.238,0.208,1
"Gem",0.000114215835231342,4.56620932694323,0.17,0.168,1
"Mapre3",0.000118389267424299,1.43402264484501,0.103,0.081,1
"Ssr2",0.000120125402574395,-69.9566643696967,0.803,0.813,1
"Snhg12",0.000121670636285225,-5.57367749105519,0.208,0.246,1
"Nrbp2",0.000122746469211254,0.338238987826739,0.193,0.168,1
"Hes1",0.000122934992457033,17.3675836445779,0.527,0.568,1
"Unc93b1",0.000138786868446463,0.445163551288397,0.125,0.142,1
"Smpd2",0.00014174094240774,-0.371748693119013,0.201,0.224,1
"Fnta",0.000143185367585401,-0.531764075226806,0.346,0.381,1
"Slc25a25",0.000171340422058294,0.498202554833957,0.104,0.132,1
"Atf3",0.000174182954431247,-46.1369321085822,0.278,0.27,1
"Ndufaf3",0.00017763182683656,34.5612390998294,0.246,0.285,1
"Gucy1a3",0.000178250757546132,-28.7495039489273,0.124,0.145,1
"Emilin1",0.000193314131067615,0.790623251037329,0.172,0.159,1
"Nat9",0.000204543646954716,4.85391465199047,0.147,0.179,1
"Ap1s2",0.000218441459610614,-0.270118851249166,0.126,0.15,1
"Dnajb4",0.000219638909448143,2.12838674617767,0.268,0.307,1
"Rpl13-ps3",0.000223920781777841,-1.83392754177891,0.338,0.375,1
"Wnt5a",0.000227070002620206,-0.6596380246786,0.163,0.191,1
"Cdh11",0.000232453459945573,-5.51781305476425,0.113,0.132,1
